,Emoji,Unicode,Hex
1605,🧑🏾‍❤️‍💋‍🧑🏿,b'\\U0001f9d1\\U0001f3fe\\u200d\\u2764\\ufe0f\\u200d\\U0001f48b\\u200d\\U0001f9d1\\U0001f3ff',b'\xf0\x9f\xa7\x91\xf0\x9f\x8f\xbe\xe2\x80\x8d\xe2\x9d\xa4\xef\xb8\x8f\xe2\x80\x8d\xf0\x9f\x92\x8b\xe2\x80\x8d\xf0\x9f\xa7\x91\xf0\x9f\x8f\xbf'
1606,🧑🏿‍❤️‍💋‍🧑🏻,b'\\U0001f9d1\\U0001f3ff\\u200d\\u2764\\ufe0f\\u200d\\U0001f48b\\u200d\\U0001f9d1\\U0001f3fb',b'\xf0\x9f\xa7\x91\xf0\x9f\x8f\xbf\xe2\x80\x8d\xe2\x9d\xa4\xef\xb8\x8f\xe2\x80\x8d\xf0\x9f\x92\x8b\xe2\x80\x8d\xf0\x9f\xa7\x91\xf0\x9f\x8f\xbb'
1607,🧑🏿‍❤️‍💋‍🧑🏼,b'\\U0001f9d1\\U0001f3ff\\u200d\\u2764\\ufe0f\\u200d\\U0001f48b\\u200d\\U0001f9d1\\U0001f3fc',b'\xf0\x9f\xa7\x91\xf0\x9f\x8f\xbf\xe2\x80\x8d\xe2\x9d\xa4\xef\xb8\x8f\xe2\x80\x8d\xf0\x9f\x92\x8b\xe2\x80\x8d\xf0\x9f\xa7\x91\xf0\x9f\x8f\xbc'
1608,🧑🏿‍❤️‍💋‍🧑🏽,b'\\U0001f9d1\\U0001f3ff\\u200d\\u2764\\ufe0f\\u200d\\U0001f48b\\u200d\\U0001f9d1\\U0001f3fd',b'\xf0\x9f\xa7\x91\xf0\x9f\x8f\xbf\xe2\x80\x8d\xe2\x9d\xa4\xef\xb8\x8f\xe2\x80\x8d\xf0\x9f\x92\x8b\xe2\x80\x8d\xf0\x9f\xa7\x91\xf0\x9f\x8f\xbd'
1609,🧑🏿‍❤️‍💋‍🧑🏾,b'\\U0001f9d1\\U0001f3ff\\u200d\\u2764\\ufe0f\\u200d\\U0001f48b\\u200d\\U0001f9d1\\U0001f3fe',b'\xf0\x9f\xa7\x91\xf0\x9f\x8f\xbf\xe2\x80\x8d\xe2\x9d\xa4\xef\xb8\x8f\xe2\x80\x8d\xf0\x9f\x92\x8b\xe2\x80\x8d\xf0\x9f\xa7\x91\xf0\x9f\x8f\xbe'
1610,👩🏻‍❤️‍💋‍👨🏻,b'\\U0001f469\\U0001f3fb\\u200d\\u2764\\ufe0f\\u200d\\U0001f48b\\u200d\\U0001f468\\U0001f3fb',b'\xf0\x9f\x91\xa9\xf0\x9f\x8f\xbb\xe2\x80\x8d\xe2\x9d\xa4\xef\xb8\x8f\xe2\x80\x8d\xf0\x9f\x92\x8b\xe2\x80\x8d\xf0\x9f\x91\xa8\xf0\x9f\x8f\xbb'
1611,👩🏻‍❤️‍💋‍👨🏼,b'\\U0001f469\\U0001f3fb\\u200d\\u2764\\ufe0f\\u200d\\U0001f48b\\u200d\\U0001f468\\U0001f3fc',b'\xf0\x9f\x91\xa9\xf0\x9f\x8f\xbb\xe2\x80\x8d\xe2\x9d\xa4\xef\xb8\x8f\xe2\x80\x8d\xf0\x9f\x92\x8b\xe2\x80\x8d\xf0\x9f\x91\xa8\xf0\x9f\x8f\xbc'
1612,👩🏻‍❤️‍💋‍👨🏽,b'\\U0001f469\\U0001f3fb\\u200d\\u2764\\ufe0f\\u200d\\U0001f48b\\u200d\\U0001f468\\U0001f3fd',b'\xf0\x9f\x91\xa9\xf0\x9f\x8f\xbb\xe2\x80\x8d\xe2\x9d\xa4\xef\xb8\x8f\xe2\x80\x8d\xf0\x9f\x92\x8b\xe2\x80\x8d\xf0\x9f\x91\xa8\xf0\x9f\x8f\xbd'
1613,👩🏻‍❤️‍💋‍👨🏾,b'\\U0001f469\\U0001f3fb\\u200d\\u2764\\ufe0f\\u200d\\U0001f48b\\u200d\\U0001f468\\U0001f3fe',b'\xf0\x9f\x91\xa9\xf0\x9f\x8f\xbb\xe2\x80\x8d\xe2\x9d\xa4\xef\xb8\x8f\xe2\x80\x8d\xf0\x9f\x92\x8b\xe2\x80\x8d\xf0\x9f\x91\xa8\xf0\x9f\x8f\xbe'
1614,👩🏻‍❤️‍💋‍👨🏿,b'\\U0001f469\\U0001f3fb\\u200d\\u2764\\ufe0f\\u200d\\U0001f48b\\u200d\\U0001f468\\U0001f3ff',b'\xf0\x9f\x91\xa9\xf0\x9f\x8f\xbb\xe2\x80\x8d\xe2\x9d\xa4\xef\xb8\x8f\xe2\x80\x8d\xf0\x9f\x92\x8b\xe2\x80\x8d\xf0\x9f\x91\xa8\xf0\x9f\x8f\xbf'
1615,👩🏼‍❤️‍💋‍👨🏻,b'\\U0001f469\\U0001f3fc\\u200d\\u2764\\ufe0f\\u200d\\U0001f48b\\u200d\\U0001f468\\U0001f3fb',b'\xf0\x9f\x91\xa9\xf0\x9f\x8f\xbc\xe2\x80\x8d\xe2\x9d\xa4\xef\xb8\x8f\xe2\x80\x8d\xf0\x9f\x92\x8b\xe2\x80\x8d\xf0\x9f\x91\xa8\xf0\x9f\x8f\xbb'
1616,👩🏼‍❤️‍💋‍👨🏼,b'\\U0001f469\\U0001f3fc\\u200d\\u2764\\ufe0f\\u200d\\U0001f48b\\u200d\\U0001f468\\U0001f3fc',b'\xf0\x9f\x91\xa9\xf0\x9f\x8f\xbc\xe2\x80\x8d\xe2\x9d\xa4\xef\xb8\x8f\xe2\x80\x8d\xf0\x9f\x92\x8b\xe2\x80\x8d\xf0\x9f\x91\xa8\xf0\x9f\x8f\xbc'
1617,👩🏼‍❤️‍💋‍👨🏽,b'\\U0001f469\\U0001f3fc\\u200d\\u2764\\ufe0f\\u200d\\U0001f48b\\u200d\\U0001f468\\U0001f3fd',b'\xf0\x9f\x91\xa9\xf0\x9f\x8f\xbc\xe2\x80\x8d\xe2\x9d\xa4\xef\xb8\x8f\xe2\x80\x8d\xf0\x9f\x92\x8b\xe2\x80\x8d\xf0\x9f\x91\xa8\xf0\x9f\x8f\xbd'
1618,👩🏼‍❤️‍💋‍👨🏾,b'\\U0001f469\\U0001f3fc\\u200d\\u2764\\ufe0f\\u200d\\U0001f48b\\u200d\\U0001f468\\U0001f3fe',b'\xf0\x9f\x91\xa9\xf0\x9f\x8f\xbc\xe2\x80\x8d\xe2\x9d\xa4\xef\xb8\x8f\xe2\x80\x8d\xf0\x9f\x92\x8b\xe2\x80\x8d\xf0\x9f\x91\xa8\xf0\x9f\x8f\xbe'
1619,👩🏼‍❤️‍💋‍👨🏿,b'\\U0001f469\\U0001f3fc\\u200d\\u2764\\ufe0f\\u200d\\U0001f48b\\u200d\\U0001f468\\U0001f3ff',b'\xf0\x9f\x91\xa9\xf0\x9f\x8f\xbc\xe2\x80\x8d\xe2\x9d\xa4\xef\xb8\x8f\xe2\x80\x8d\xf0\x9f\x92\x8b\xe2\x80\x8d\xf0\x9f\x91\xa8\xf0\x9f\x8f\xbf'
1620,👩🏽‍❤️‍💋‍👨🏻,b'\\U0001f469\\U0001f3fd\\u200d\\u2764\\ufe0f\\u200d\\U0001f48b\\u200d\\U0001f468\\U0001f3fb',b'\xf0\x9f\x91\xa9\xf0\x9f\x8f\xbd\xe2\x80\x8d\xe2\x9d\xa4\xef\xb8\x8f\xe2\x80\x8d\xf0\x9f\x92\x8b\xe2\x80\x8d\xf0\x9f\x91\xa8\xf0\x9f\x8f\xbb'
1621,👩🏽‍❤️‍💋‍👨🏼,b'\\U0001f469\\U0001f3fd\\u200d\\u2764\\ufe0f\\u200d\\U0001f48b\\u200d\\U0001f468\\U0001f3fc',b'\xf0\x9f\x91\xa9\xf0\x9f\x8f\xbd\xe2\x80\x8d\xe2\x9d\xa4\xef\xb8\x8f\xe2\x80\x8d\xf0\x9f\x92\x8b\xe2\x80\x8d\xf0\x9f\x91\xa8\xf0\x9f\x8f\xbc'
1622,👩🏽‍❤️‍💋‍👨🏽,b'\\U0001f469\\U0001f3fd\\u200d\\u2764\\ufe0f\\u200d\\U0001f48b\\u200d\\U0001f468\\U0001f3fd',b'\xf0\x9f\x91\xa9\xf0\x9f\x8f\xbd\xe2\x80\x8d\xe2\x9d\xa4\xef\xb8\x8f\xe2\x80\x8d\xf0\x9f\x92\x8b\xe2\x80\x8d\xf0\x9f\x91\xa8\xf0\x9f\x8f\xbd'
1623,👩🏽‍❤️‍💋‍👨🏾,b'\\U0001f469\\U0001f3fd\\u200d\\u2764\\ufe0f\\u200d\\U0001f48b\\u200d\\U0001f468\\U0001f3fe',b'\xf0\x9f\x91\xa9\xf0\x9f\x8f\xbd\xe2\x80\x8d\xe2\x9d\xa4\xef\xb8\x8f\xe2\x80\x8d\xf0\x9f\x92\x8b\xe2\x80\x8d\xf0\x9f\x91\xa8\xf0\x9f\x8f\xbe'
1624,👩🏽‍❤️‍💋‍👨🏿,b'\\U0001f469\\U0001f3fd\\u200d\\u2764\\ufe0f\\u200d\\U0001f48b\\u200d\\U0001f468\\U0001f3ff',b'\xf0\x9f\x91\xa9\xf0\x9f\x8f\xbd\xe2\x80\x8d\xe2\x9d\xa4\xef\xb8\x8f\xe2\x80\x8d\xf0\x9f\x92\x8b\xe2\x80\x8d\xf0\x9f\x91\xa8\xf0\x9f\x8f\xbf'
1625,👩🏾‍❤️‍💋‍👨🏻,b'\\U0001f469\\U0001f3fe\\u200d\\u2764\\ufe0f\\u200d\\U0001f48b\\u200d\\U0001f468\\U0001f3fb',b'\xf0\x9f\x91\xa9\xf0\x9f\x8f\xbe\xe2\x80\x8d\xe2\x9d\xa4\xef\xb8\x8f\xe2\x80\x8d\xf0\x9f\x92\x8b\xe2\x80\x8d\xf0\x9f\x91\xa8\xf0\x9f\x8f\xbb'
1626,👩🏾‍❤️‍💋‍👨🏼,b'\\U0001f469\\U0001f3fe\\u200d\\u2764\\ufe0f\\u200d\\U0001f48b\\u200d\\U0001f468\\U0001f3fc',b'\xf0\x9f\x91\xa9\xf0\x9f\x8f\xbe\xe2\x80\x8d\xe2\x9d\xa4\xef\xb8\x8f\xe2\x80\x8d\xf0\x9f\x92\x8b\xe2\x80\x8d\xf0\x9f\x91\xa8\xf0\x9f\x8f\xbc'
1627,👩🏾‍❤️‍💋‍👨🏽,b'\\U0001f469\\U0001f3fe\\u200d\\u2764\\ufe0f\\u200d\\U0001f48b\\u200d\\U0001f468\\U0001f3fd',b'\xf0\x9f\x91\xa9\xf0\x9f\x8f\xbe\xe2\x80\x8d\xe2\x9d\xa4\xef\xb8\x8f\xe2\x80\x8d\xf0\x9f\x92\x8b\xe2\x80\x8d\xf0\x9f\x91\xa8\xf0\x9f\x8f\xbd'
1628,👩🏾‍❤️‍💋‍👨🏾,b'\\U0001f469\\U0001f3fe\\u200d\\u2764\\ufe0f\\u200d\\U0001f48b\\u200d\\U0001f468\\U0001f3fe',b'\xf0\x9f\x91\xa9\xf0\x9f\x8f\xbe\xe2\x80\x8d\xe2\x9d\xa4\xef\xb8\x8f\xe2\x80\x8d\xf0\x9f\x92\x8b\xe2\x80\x8d\xf0\x9f\x91\xa8\xf0\x9f\x8f\xbe'
1629,👩🏾‍❤️‍💋‍👨🏿,b'\\U0001f469\\U0001f3fe\\u200d\\u2764\\ufe0f\\u200d\\U0001f48b\\u200d\\U0001f468\\U0001f3ff',b'\xf0\x9f\x91\xa9\xf0\x9f\x8f\xbe\xe2\x80\x8d\xe2\x9d\xa4\xef\xb8\x8f\xe2\x80\x8d\xf0\x9f\x92\x8b\xe2\x80\x8d\xf0\x9f\x91\xa8\xf0\x9f\x8f\xbf'
1630,👩🏿‍❤️‍💋‍👨🏻,b'\\U0001f469\\U0001f3ff\\u200d\\u2764\\ufe0f\\u200d\\U0001f48b\\u200d\\U0001f468\\U0001f3fb',b'\xf0\x9f\x91\xa9\xf0\x9f\x8f\xbf\xe2\x80\x8d\xe2\x9d\xa4\xef\xb8\x8f\xe2\x80\x8d\xf0\x9f\x92\x8b\xe2\x80\x8d\xf0\x9f\x91\xa8\xf0\x9f\x8f\xbb'
1631,👩🏿‍❤️‍💋‍👨🏼,b'\\U0001f469\\U0001f3ff\\u200d\\u2764\\ufe0f\\u200d\\U0001f48b\\u200d\\U0001f468\\U0001f3fc',b'\xf0\x9f\x91\xa9\xf0\x9f\x8f\xbf\xe2\x80\x8d\xe2\x9d\xa4\xef\xb8\x8f\xe2\x80\x8d\xf0\x9f\x92\x8b\xe2\x80\x8d\xf0\x9f\x91\xa8\xf0\x9f\x8f\xbc'
1632,👩🏿‍❤️‍💋‍👨🏽,b'\\U0001f469\\U0001f3ff\\u200d\\u2764\\ufe0f\\u200d\\U0001f48b\\u200d\\U0001f468\\U0001f3fd',b'\xf0\x9f\x91\xa9\xf0\x9f\x8f\xbf\xe2\x80\x8d\xe2\x9d\xa4\xef\xb8\x8f\xe2\x80\x8d\xf0\x9f\x92\x8b\xe2\x80\x8d\xf0\x9f\x91\xa8\xf0\x9f\x8f\xbd'
1633,👩🏿‍❤️‍💋‍👨🏾,b'\\U0001f469\\U0001f3ff\\u200d\\u2764\\ufe0f\\u200d\\U0001f48b\\u200d\\U0001f468\\U0001f3fe',b'\xf0\x9f\x91\xa9\xf0\x9f\x8f\xbf\xe2\x80\x8d\xe2\x9d\xa4\xef\xb8\x8f\xe2\x80\x8d\xf0\x9f\x92\x8b\xe2\x80\x8d\xf0\x9f\x91\xa8\xf0\x9f\x8f\xbe'
1634,👩🏿‍❤️‍💋‍👨🏿,b'\\U0001f469\\U0001f3ff\\u200d\\u2764\\ufe0f\\u200d\\U0001f48b\\u200d\\U0001f468\\U0001f3ff',b'\xf0\x9f\x91\xa9\xf0\x9f\x8f\xbf\xe2\x80\x8d\xe2\x9d\xa4\xef\xb8\x8f\xe2\x80\x8d\xf0\x9f\x92\x8b\xe2\x80\x8d\xf0\x9f\x91\xa8\xf0\x9f\x8f\xbf'
1635,👨🏻‍❤️‍💋‍👨🏻,b'\\U0001f468\\U0001f3fb\\u200d\\u2764\\ufe0f\\u200d\\U0001f48b\\u200d\\U0001f468\\U0001f3fb',b'\xf0\x9f\x91\xa8\xf0\x9f\x8f\xbb\xe2\x80\x8d\xe2\x9d\xa4\xef\xb8\x8f\xe2\x80\x8d\xf0\x9f\x92\x8b\xe2\x80\x8d\xf0\x9f\x91\xa8\xf0\x9f\x8f\xbb'
1636,👨🏻‍❤️‍💋‍👨🏼,b'\\U0001f468\\U0001f3fb\\u200d\\u2764\\ufe0f\\u200d\\U0001f48b\\u200d\\U0001f468\\U0001f3fc',b'\xf0\x9f\x91\xa8\xf0\x9f\x8f\xbb\xe2\x80\x8d\xe2\x9d\xa4\xef\xb8\x8f\xe2\x80\x8d\xf0\x9f\x92\x8b\xe2\x80\x8d\xf0\x9f\x91\xa8\xf0\x9f\x8f\xbc'
1637,👨🏻‍❤️‍💋‍👨🏽,b'\\U0001f468\\U0001f3fb\\u200d\\u2764\\ufe0f\\u200d\\U0001f48b\\u200d\\U0001f468\\U0001f3fd',b'\xf0\x9f\x91\xa8\xf0\x9f\x8f\xbb\xe2\x80\x8d\xe2\x9d\xa4\xef\xb8\x8f\xe2\x80\x8d\xf0\x9f\x92\x8b\xe2\x80\x8d\xf0\x9f\x91\xa8\xf0\x9f\x8f\xbd'
1638,👨🏻‍❤️‍💋‍👨🏾,b'\\U0001f468\\U0001f3fb\\u200d\\u2764\\ufe0f\\u200d\\U0001f48b\\u200d\\U0001f468\\U0001f3fe',b'\xf0\x9f\x91\xa8\xf0\x9f\x8f\xbb\xe2\x80\x8d\xe2\x9d\xa4\xef\xb8\x8f\xe2\x80\x8d\xf0\x9f\x92\x8b\xe2\x80\x8d\xf0\x9f\x91\xa8\xf0\x9f\x8f\xbe'
1639,👨🏻‍❤️‍💋‍👨🏿,b'\\U0001f468\\U0001f3fb\\u200d\\u2764\\ufe0f\\u200d\\U0001f48b\\u200d\\U0001f468\\U0001f3ff',b'\xf0\x9f\x91\xa8\xf0\x9f\x8f\xbb\xe2\x80\x8d\xe2\x9d\xa4\xef\xb8\x8f\xe2\x80\x8d\xf0\x9f\x92\x8b\xe2\x80\x8d\xf0\x9f\x91\xa8\xf0\x9f\x8f\xbf'
1640,👨🏼‍❤️‍💋‍👨🏻,b'\\U0001f468\\U0001f3fc\\u200d\\u2764\\ufe0f\\u200d\\U0001f48b\\u200d\\U0001f468\\U0001f3fb',b'\xf0\x9f\x91\xa8\xf0\x9f\x8f\xbc\xe2\x80\x8d\xe2\x9d\xa4\xef\xb8\x8f\xe2\x80\x8d\xf0\x9f\x92\x8b\xe2\x80\x8d\xf0\x9f\x91\xa8\xf0\x9f\x8f\xbb'
1641,👨🏼‍❤️‍💋‍👨🏼,b'\\U0001f468\\U0001f3fc\\u200d\\u2764\\ufe0f\\u200d\\U0001f48b\\u200d\\U0001f468\\U0001f3fc',b'\xf0\x9f\x91\xa8\xf0\x9f\x8f\xbc\xe2\x80\x8d\xe2\x9d\xa4\xef\xb8\x8f\xe2\x80\x8d\xf0\x9f\x92\x8b\xe2\x80\x8d\xf0\x9f\x91\xa8\xf0\x9f\x8f\xbc'
1642,👨🏼‍❤️‍💋‍👨🏽,b'\\U0001f468\\U0001f3fc\\u200d\\u2764\\ufe0f\\u200d\\U0001f48b\\u200d\\U0001f468\\U0001f3fd',b'\xf0\x9f\x91\xa8\xf0\x9f\x8f\xbc\xe2\x80\x8d\xe2\x9d\xa4\xef\xb8\x8f\xe2\x80\x8d\xf0\x9f\x92\x8b\xe2\x80\x8d\xf0\x9f\x91\xa8\xf0\x9f\x8f\xbd'
1643,👨🏼‍❤️‍💋‍👨🏾,b'\\U0001f468\\U0001f3fc\\u200d\\u2764\\ufe0f\\u200d\\U0001f48b\\u200d\\U0001f468\\U0001f3fe',b'\xf0\x9f\x91\xa8\xf0\x9f\x8f\xbc\xe2\x80\x8d\xe2\x9d\xa4\xef\xb8\x8f\xe2\x80\x8d\xf0\x9f\x92\x8b\xe2\x80\x8d\xf0\x9f\x91\xa8\xf0\x9f\x8f\xbe'
1644,👨🏼‍❤️‍💋‍👨🏿,b'\\U0001f468\\U0001f3fc\\u200d\\u2764\\ufe0f\\u200d\\U0001f48b\\u200d\\U0001f468\\U0001f3ff',b'\xf0\x9f\x91\xa8\xf0\x9f\x8f\xbc\xe2\x80\x8d\xe2\x9d\xa4\xef\xb8\x8f\xe2\x80\x8d\xf0\x9f\x92\x8b\xe2\x80\x8d\xf0\x9f\x91\xa8\xf0\x9f\x8f\xbf'
1645,👨🏽‍❤️‍💋‍👨🏻,b'\\U0001f468\\U0001f3fd\\u200d\\u2764\\ufe0f\\u200d\\U0001f48b\\u200d\\U0001f468\\U0001f3fb',b'\xf0\x9f\x91\xa8\xf0\x9f\x8f\xbd\xe2\x80\x8d\xe2\x9d\xa4\xef\xb8\x8f\xe2\x80\x8d\xf0\x9f\x92\x8b\xe2\x80\x8d\xf0\x9f\x91\xa8\xf0\x9f\x8f\xbb'
1646,👨🏽‍❤️‍💋‍👨🏼,b'\\U0001f468\\U0001f3fd\\u200d\\u2764\\ufe0f\\u200d\\U0001f48b\\u200d\\U0001f468\\U0001f3fc',b'\xf0\x9f\x91\xa8\xf0\x9f\x8f\xbd\xe2\x80\x8d\xe2\x9d\xa4\xef\xb8\x8f\xe2\x80\x8d\xf0\x9f\x92\x8b\xe2\x80\x8d\xf0\x9f\x91\xa8\xf0\x9f\x8f\xbc'
1647,👨🏽‍❤️‍💋‍👨🏽,b'\\U0001f468\\U0001f3fd\\u200d\\u2764\\ufe0f\\u200d\\U0001f48b\\u200d\\U0001f468\\U0001f3fd',b'\xf0\x9f\x91\xa8\xf0\x9f\x8f\xbd\xe2\x80\x8d\xe2\x9d\xa4\xef\xb8\x8f\xe2\x80\x8d\xf0\x9f\x92\x8b\xe2\x80\x8d\xf0\x9f\x91\xa8\xf0\x9f\x8f\xbd'
1648,👨🏽‍❤️‍💋‍👨🏾,b'\\U0001f468\\U0001f3fd\\u200d\\u2764\\ufe0f\\u200d\\U0001f48b\\u200d\\U0001f468\\U0001f3fe',b'\xf0\x9f\x91\xa8\xf0\x9f\x8f\xbd\xe2\x80\x8d\xe2\x9d\xa4\xef\xb8\x8f\xe2\x80\x8d\xf0\x9f\x92\x8b\xe2\x80\x8d\xf0\x9f\x91\xa8\xf0\x9f\x8f\xbe'
1649,👨🏽‍❤️‍💋‍👨🏿,b'\\U0001f468\\U0001f3fd\\u200d\\u2764\\ufe0f\\u200d\\U0001f48b\\u200d\\U0001f468\\U0001f3ff',b'\xf0\x9f\x91\xa8\xf0\x9f\x8f\xbd\xe2\x80\x8d\xe2\x9d\xa4\xef\xb8\x8f\xe2\x80\x8d\xf0\x9f\x92\x8b\xe2\x80\x8d\xf0\x9f\x91\xa8\xf0\x9f\x8f\xbf'
1650,👨🏾‍❤️‍💋‍👨🏻,b'\\U0001f468\\U0001f3fe\\u200d\\u2764\\ufe0f\\u200d\\U0001f48b\\u200d\\U0001f468\\U0001f3fb',b'\xf0\x9f\x91\xa8\xf0\x9f\x8f\xbe\xe2\x80\x8d\xe2\x9d\xa4\xef\xb8\x8f\xe2\x80\x8d\xf0\x9f\x92\x8b\xe2\x80\x8d\xf0\x9f\x91\xa8\xf0\x9f\x8f\xbb'
1651,👨🏾‍❤️‍💋‍👨🏼,b'\\U0001f468\\U0001f3fe\\u200d\\u2764\\ufe0f\\u200d\\U0001f48b\\u200d\\U0001f468\\U0001f3fc',b'\xf0\x9f\x91\xa8\xf0\x9f\x8f\xbe\xe2\x80\x8d\xe2\x9d\xa4\xef\xb8\x8f\xe2\x80\x8d\xf0\x9f\x92\x8b\xe2\x80\x8d\xf0\x9f\x91\xa8\xf0\x9f\x8f\xbc'
1652,👨🏾‍❤️‍💋‍👨🏽,b'\\U0001f468\\U0001f3fe\\u200d\\u2764\\ufe0f\\u200d\\U0001f48b\\u200d\\U0001f468\\U0001f3fd',b'\xf0\x9f\x91\xa8\xf0\x9f\x8f\xbe\xe2\x80\x8d\xe2\x9d\xa4\xef\xb8\x8f\xe2\x80\x8d\xf0\x9f\x92\x8b\xe2\x80\x8d\xf0\x9f\x91\xa8\xf0\x9f\x8f\xbd'
1653,👨🏾‍❤️‍💋‍👨🏾,b'\\U0001f468\\U0001f3fe\\u200d\\u2764\\ufe0f\\u200d\\U0001f48b\\u200d\\U0001f468\\U0001f3fe',b'\xf0\x9f\x91\xa8\xf0\x9f\x8f\xbe\xe2\x80\x8d\xe2\x9d\xa4\xef\xb8\x8f\xe2\x80\x8d\xf0\x9f\x92\x8b\xe2\x80\x8d\xf0\x9f\x91\xa8\xf0\x9f\x8f\xbe'
1654,👨🏾‍❤️‍💋‍👨🏿,b'\\U0001f468\\U0001f3fe\\u200d\\u2764\\ufe0f\\u200d\\U0001f48b\\u200d\\U0001f468\\U0001f3ff',b'\xf0\x9f\x91\xa8\xf0\x9f\x8f\xbe\xe2\x80\x8d\xe2\x9d\xa4\xef\xb8\x8f\xe2\x80\x8d\xf0\x9f\x92\x8b\xe2\x80\x8d\xf0\x9f\x91\xa8\xf0\x9f\x8f\xbf'
1655,👨🏿‍❤️‍💋‍👨🏻,b'\\U0001f468\\U0001f3ff\\u200d\\u2764\\ufe0f\\u200d\\U0001f48b\\u200d\\U0001f468\\U0001f3fb',b'\xf0\x9f\x91\xa8\xf0\x9f\x8f\xbf\xe2\x80\x8d\xe2\x9d\xa4\xef\xb8\x8f\xe2\x80\x8d\xf0\x9f\x92\x8b\xe2\x80\x8d\xf0\x9f\x91\xa8\xf0\x9f\x8f\xbb'
1656,👨🏿‍❤️‍💋‍👨🏼,b'\\U0001f468\\U0001f3ff\\u200d\\u2764\\ufe0f\\u200d\\U0001f48b\\u200d\\U0001f468\\U0001f3fc',b'\xf0\x9f\x91\xa8\xf0\x9f\x8f\xbf\xe2\x80\x8d\xe2\x9d\xa4\xef\xb8\x8f\xe2\x80\x8d\xf0\x9f\x92\x8b\xe2\x80\x8d\xf0\x9f\x91\xa8\xf0\x9f\x8f\xbc'
1657,👨🏿‍❤️‍💋‍👨🏽,b'\\U0001f468\\U0001f3ff\\u200d\\u2764\\ufe0f\\u200d\\U0001f48b\\u200d\\U0001f468\\U0001f3fd',b'\xf0\x9f\x91\xa8\xf0\x9f\x8f\xbf\xe2\x80\x8d\xe2\x9d\xa4\xef\xb8\x8f\xe2\x80\x8d\xf0\x9f\x92\x8b\xe2\x80\x8d\xf0\x9f\x91\xa8\xf0\x9f\x8f\xbd'
1658,👨🏿‍❤️‍💋‍👨🏾,b'\\U0001f468\\U0001f3ff\\u200d\\u2764\\ufe0f\\u200d\\U0001f48b\\u200d\\U0001f468\\U0001f3fe',b'\xf0\x9f\x91\xa8\xf0\x9f\x8f\xbf\xe2\x80\x8d\xe2\x9d\xa4\xef\xb8\x8f\xe2\x80\x8d\xf0\x9f\x92\x8b\xe2\x80\x8d\xf0\x9f\x91\xa8\xf0\x9f\x8f\xbe'
1659,👨🏿‍❤️‍💋‍👨🏿,b'\\U0001f468\\U0001f3ff\\u200d\\u2764\\ufe0f\\u200d\\U0001f48b\\u200d\\U0001f468\\U0001f3ff',b'\xf0\x9f\x91\xa8\xf0\x9f\x8f\xbf\xe2\x80\x8d\xe2\x9d\xa4\xef\xb8\x8f\xe2\x80\x8d\xf0\x9f\x92\x8b\xe2\x80\x8d\xf0\x9f\x91\xa8\xf0\x9f\x8f\xbf'
1660,👩🏻‍❤️‍💋‍👩🏻,b'\\U0001f469\\U0001f3fb\\u200d\\u2764\\ufe0f\\u200d\\U0001f48b\\u200d\\U0001f469\\U0001f3fb',b'\xf0\x9f\x91\xa9\xf0\x9f\x8f\xbb\xe2\x80\x8d\xe2\x9d\xa4\xef\xb8\x8f\xe2\x80\x8d\xf0\x9f\x92\x8b\xe2\x80\x8d\xf0\x9f\x91\xa9\xf0\x9f\x8f\xbb'
1661,👩🏻‍❤️‍💋‍👩🏼,b'\\U0001f469\\U0001f3fb\\u200d\\u2764\\ufe0f\\u200d\\U0001f48b\\u200d\\U0001f469\\U0001f3fc',b'\xf0\x9f\x91\xa9\xf0\x9f\x8f\xbb\xe2\x80\x8d\xe2\x9d\xa4\xef\xb8\x8f\xe2\x80\x8d\xf0\x9f\x92\x8b\xe2\x80\x8d\xf0\x9f\x91\xa9\xf0\x9f\x8f\xbc'
1662,👩🏻‍❤️‍💋‍👩🏽,b'\\U0001f469\\U0001f3fb\\u200d\\u2764\\ufe0f\\u200d\\U0001f48b\\u200d\\U0001f469\\U0001f3fd',b'\xf0\x9f\x91\xa9\xf0\x9f\x8f\xbb\xe2\x80\x8d\xe2\x9d\xa4\xef\xb8\x8f\xe2\x80\x8d\xf0\x9f\x92\x8b\xe2\x80\x8d\xf0\x9f\x91\xa9\xf0\x9f\x8f\xbd'
1663,👩🏻‍❤️‍💋‍👩🏾,b'\\U0001f469\\U0001f3fb\\u200d\\u2764\\ufe0f\\u200d\\U0001f48b\\u200d\\U0001f469\\U0001f3fe',b'\xf0\x9f\x91\xa9\xf0\x9f\x8f\xbb\xe2\x80\x8d\xe2\x9d\xa4\xef\xb8\x8f\xe2\x80\x8d\xf0\x9f\x92\x8b\xe2\x80\x8d\xf0\x9f\x91\xa9\xf0\x9f\x8f\xbe'
1664,👩🏻‍❤️‍💋‍👩🏿,b'\\U0001f469\\U0001f3fb\\u200d\\u2764\\ufe0f\\u200d\\U0001f48b\\u200d\\U0001f469\\U0001f3ff',b'\xf0\x9f\x91\xa9\xf0\x9f\x8f\xbb\xe2\x80\x8d\xe2\x9d\xa4\xef\xb8\x8f\xe2\x80\x8d\xf0\x9f\x92\x8b\xe2\x80\x8d\xf0\x9f\x91\xa9\xf0\x9f\x8f\xbf'
